"","gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","tenure_group","Churn"
"880","Male","No","No","No","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",54.65,1665.2,"24-48 Month","No"
"881","Male","No","No","No","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.1,1043.3,"0-12 Month","Yes"
"882","Male","Yes","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19.3,504.2,"24-48 Month","No"
"883","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",83.9,497.55,"0-12 Month","Yes"
"884","Female","No","Yes","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",111.25,7511.65,"> 60 Month","No"
"885","Female","No","Yes","Yes","No","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",35.8,1782,"48-60 Month","No"
"886","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.05,20.05,"0-12 Month","No"
"887","Female","Yes","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",84.35,609.65,"0-12 Month","No"
"888","Female","Yes","No","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",110.5,2857.6,"24-48 Month","No"
"889","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Credit card (automatic)",91.2,3247.55,"24-48 Month","No"
"890","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",100.55,6215.35,"> 60 Month","Yes"
"891","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",89.3,2823,"24-48 Month","No"
"892","Male","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.85,5017.9,"48-60 Month","Yes"
"893","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",81.1,2619.25,"24-48 Month","No"
"894","Female","No","No","No","No","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.6,24.6,"0-12 Month","Yes"
"895","Female","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",81.2,4965.1,"> 60 Month","No"
"896","Male","No","No","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",94.3,2679.7,"24-48 Month","No"
"897","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",116.1,8310.55,"> 60 Month","No"
"898","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","No","Electronic check",105.55,5682.25,"48-60 Month","No"
"899","Female","No","No","No","Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.9,1120.95,"0-12 Month","Yes"
"900","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",94.4,4914.9,"48-60 Month","No"
"901","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.5,27.55,"0-12 Month","No"
"902","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",98.3,923.5,"0-12 Month","Yes"
"903","Male","No","No","No","Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",93.85,1625.65,"12-24 Month","Yes"
"904","Female","No","Yes","No","Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",105.6,6068.65,"48-60 Month","No"
"905","Male","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",81.35,5398.6,"> 60 Month","No"
"906","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.5,918.6,"0-12 Month","Yes"
"907","Male","No","No","No","Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",56.4,234.85,"0-12 Month","No"
"908","Male","No","No","No","Yes","No","DSL","No","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",65.35,1231.85,"12-24 Month","No"
"909","Female","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.95,170.9,"0-12 Month","No"
"910","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",111.25,7984.15,"> 60 Month","No"
"911","Male","Yes","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",72.85,688.65,"0-12 Month","Yes"
"912","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Credit card (automatic)",89,1288.3,"12-24 Month","No"
"913","Male","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",106.1,7848.5,"> 60 Month","No"
"914","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",20.05,267,"0-12 Month","No"
"915","Male","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",25.2,1798.9,"> 60 Month","No"
"916","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",73.55,73.55,"0-12 Month","Yes"
"917","Female","Yes","No","No","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.4,1643.55,"12-24 Month","No"
"918","Male","No","No","No","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",65.55,4807.45,"> 60 Month","No"
"919","Female","No","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",80.7,2193,"24-48 Month","No"
"920","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",104.55,2239.4,"12-24 Month","No"
"921","Male","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",24.15,1505.9,"48-60 Month","No"
"922","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.45,255.35,"0-12 Month","No"
"923","Male","No","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.4,1189.4,"12-24 Month","No"
"924","Female","No","Yes","No","Yes","Yes","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",79.7,4786.15,"> 60 Month","No"
"925","Female","Yes","No","No","Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",81.7,1820.9,"12-24 Month","No"
"926","Female","No","Yes","Yes","Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",76.3,2404.15,"24-48 Month","No"
"927","Female","Yes","No","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.4,205.05,"0-12 Month","Yes"
"928","Female","No","No","No","Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",81.15,952.3,"12-24 Month","Yes"
"929","Female","No","Yes","Yes","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",103.75,7039.45,"> 60 Month","No"
"930","Female","No","Yes","Yes","Yes","No","Fiber optic","No","No","Yes","No","No","Yes","One year","No","Electronic check",86.45,2538.05,"24-48 Month","No"
"931","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",75.1,1212.85,"12-24 Month","No"
"932","Male","No","No","No","Yes","No","Fiber optic","No","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",80.6,2651.1,"24-48 Month","No"
"933","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",19.3,1304.8,"> 60 Month","No"
"934","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.6,360.1,"0-12 Month","Yes"
"935","Female","No","No","No","No","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",33.6,435.45,"0-12 Month","No"
"936","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.25,308.05,"0-12 Month","No"
"938","Female","No","No","No","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",79.05,434.5,"0-12 Month","Yes"
"939","Female","No","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",108.05,7118.9,"> 60 Month","No"
"940","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.9,320.45,"12-24 Month","No"
"941","Female","No","No","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Bank transfer (automatic)",21.05,531.55,"12-24 Month","No"
"942","Female","No","No","Yes","No","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",30.15,382.2,"12-24 Month","No"
"943","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",79.85,2001,"12-24 Month","No"
"944","Female","No","Yes","No","No","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",65.5,4919.7,"> 60 Month","No"
"945","Female","No","Yes","Yes","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",104.1,5645.8,"48-60 Month","No"
"946","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",74.4,215.8,"0-12 Month","Yes"
"947","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20.5,77.6,"0-12 Month","No"
"948","Female","Yes","Yes","Yes","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",91.35,2896.55,"24-48 Month","No"
"949","Male","Yes","No","No","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.05,3395.8,"24-48 Month","Yes"
"950","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.5,759.35,"24-48 Month","No"
"951","Male","Yes","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.95,85.15,"0-12 Month","Yes"
"952","Female","No","No","No","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",75.6,535.55,"0-12 Month","No"
"953","Male","No","No","No","Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",55.1,1253.15,"12-24 Month","No"
"954","Female","No","No","No","Yes","No","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",58.95,955.15,"12-24 Month","No"
"955","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.1,2162.6,"12-24 Month","No"
"956","Male","No","Yes","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",44.7,44.7,"0-12 Month","Yes"
"957","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.45,1813.35,"> 60 Month","No"
"958","Male","No","No","No","Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","Electronic check",56.75,245.15,"0-12 Month","No"
"959","Male","No","No","No","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",81.75,2028.8,"24-48 Month","No"
"960","Female","No","Yes","Yes","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.1,2723.75,"24-48 Month","No"
"961","Male","Yes","Yes","No","No","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",29.8,220.45,"0-12 Month","No"
"962","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","One year","Yes","Mailed check",20.5,365.8,"12-24 Month","No"
"963","Male","Yes","Yes","No","Yes","No","DSL","Yes","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",60.9,551.95,"0-12 Month","No"
"964","Female","Yes","No","No","Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",73.25,4054.2,"48-60 Month","No"
"965","Male","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.7,45.7,"0-12 Month","Yes"
"966","Male","Yes","No","No","Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","No","Credit card (automatic)",100.3,832.35,"0-12 Month","Yes"
"967","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.25,112.3,"0-12 Month","Yes"
"968","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.85,60.65,"0-12 Month","No"
"969","Female","No","No","No","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",77.35,5550.1,"> 60 Month","No"
"970","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96,174.8,"0-12 Month","Yes"
"971","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",90.55,90.55,"0-12 Month","Yes"
"972","Male","No","Yes","No","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",93.85,4733.1,"48-60 Month","No"
"973","Male","No","No","No","Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",70.1,4048.95,"48-60 Month","No"
"974","Male","Yes","Yes","No","No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",30.35,1359.7,"24-48 Month","Yes"
"975","Female","No","Yes","Yes","Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",75.95,4542.35,"48-60 Month","No"
"976","Male","No","No","No","Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",108.05,7532.15,"> 60 Month","Yes"
"977","Male","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.9,69.9,"0-12 Month","Yes"
"978","Female","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.25,888.65,"0-12 Month","No"
"979","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.75,6383.35,"> 60 Month","Yes"
"980","Female","No","Yes","Yes","Yes","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",54.95,1916,"24-48 Month","No"
"981","Female","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",19.5,413,"12-24 Month","No"
"982","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.6,808.95,"24-48 Month","No"
"983","Female","No","No","No","Yes","No","DSL","Yes","No","No","No","No","No","One year","Yes","Electronic check",47.85,1886.4,"24-48 Month","No"
"984","Male","No","No","No","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.6,86.6,"0-12 Month","Yes"
"985","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",23.75,1679.25,"> 60 Month","No"
"986","Female","Yes","Yes","No","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.6,2656.5,"24-48 Month","Yes"
"987","Female","No","No","No","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",43.8,540.95,"0-12 Month","No"
"988","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.75,19.75,"0-12 Month","No"
"989","Male","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19.15,537.35,"24-48 Month","No"
"990","Male","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","One year","No","Credit card (automatic)",19.6,678.8,"24-48 Month","No"
"991","Female","No","Yes","No","Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Two year","No","Bank transfer (automatic)",80.3,4513.65,"48-60 Month","No"
"992","Female","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",24.35,1423.85,"48-60 Month","No"
"993","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.25,555.4,"12-24 Month","No"
"994","Female","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",26.1,225.55,"0-12 Month","No"
"995","Male","No","No","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",20,268.45,"12-24 Month","No"
"996","Female","No","No","No","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",85.3,2917.5,"24-48 Month","Yes"
"997","Female","No","No","No","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",70,2416.1,"24-48 Month","Yes"
"998","Female","Yes","No","No","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.3,424.45,"0-12 Month","Yes"
"999","Male","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",20.7,1492.1,"> 60 Month","No"
"1000","Male","No","No","No","Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",70.3,132.4,"0-12 Month","No"
"1001","Female","No","No","No","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.35,660.9,"0-12 Month","Yes"
"1002","Male","Yes","Yes","No","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.5,1893.95,"24-48 Month","Yes"
"1003","Male","No","Yes","Yes","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.55,284.9,"0-12 Month","No"
